,Country name,Regional indicator,21_Ladder score,21_Standard error of ladder score,21_upperwhisker,21_lowerwhisker,21_Logged GDP per capita,21_Social support,21_Healthy life expectancy,21_Freedom to make life choices,21_Generosity,21_Perceptions of corruption,21_Ladder score in Dystopia,21_Explained by: Log GDP per capita,21_Explained by: Social support,21_Explained by: Healthy life expectancy,21_Explained by: Freedom to make life choices,21_Explained by: Generosity,21_Explained by: Perceptions of corruption,21_Dystopia + residual,20_Ladder score,20_Standard error of ladder score,20_upperwhisker,20_lowerwhisker,20_Logged GDP per capita,20_Social support,20_Healthy life expectancy,20_Freedom to make life choices,20_Generosity,20_Perceptions of corruption,20_Ladder score in Dystopia,20_Explained by: Log GDP per capita,20_Explained by: Social support,20_Explained by: Healthy life expectancy,20_Explained by: Freedom to make life choices,20_Explained by: Generosity,20_Explained by: Perceptions of corruption,20_Dystopia + residual,Ladder score_diff,Standard error of ladder score_diff,upperwhisker_diff,lowerwhisker_diff,Logged GDP per capita_diff,Social support_diff,Healthy life expectancy_diff,Freedom to make life choices_diff,Generosity_diff,Perceptions of corruption_diff,Ladder score in Dystopia_diff,Explained by: Log GDP per capita_diff,Explained by: Social support_diff,Explained by: Healthy life expectancy_diff,Explained by: Freedom to make life choices_diff,Explained by: Generosity_diff,Explained by: Perceptions of corruption_diff,Dystopia + residual_diff,Population 2020,Population 2019,"COVID-19 deaths per 100,000 population in 2020",Median age,Index of exposure to COVID-19  infections in other countries as of March 31,WHO Western Pacific Region,Female head of government,Index of institutional trust,Gini coefficient of income,"All-cause death count, 2019","All-cause death count, 2020","Excess deaths in 2020 per 100,000 population, relative to 2017-2019 average"
63,Bosnia and Herzegovina,Central and Eastern Europe,5.813,0.05,5.911,5.715,9.59,0.87,68.098,0.706,0.113,0.931,2.43,1.032,0.919,0.618,0.395,0.261,0.005,2.583,5.674099922,0.046385963,5.765016556,5.583183289,9.455817223,0.829204142,67.80813599,0.651352704,0.098274559,0.933769107,1.972316742,0.91839546,1.203986526,0.813928187,0.305365741,0.264005244,0.001172487,2.16724205,0.13890007799999982,0.0036140370000000005,0.14598344399999963,0.13181671099999992,0.13418277699999948,0.04079585799999996,0.2898640100000023,0.054647295999999956,0.014725441000000006,-0.002769106999999993,0.4576832580000001,0.11360453999999998,-0.28498652599999996,-0.19592818700000003,0.089634259,-0.0030052439999999625,0.0038275130000000003,0.41575795000000015,3280815.0,3301000.0,123.44490051269531,42.5,3.508873701095581,0.0,0.0,0.0642600804567337,33.03,,,
64,Moldova,Commonwealth of Independent States,5.766,0.046,5.856,5.677,9.454,0.857,65.699,0.822,-0.079,0.918,2.43,0.985,0.888,0.542,0.536,0.137,0.013,2.665,5.607500076,0.042275578,5.690360069,5.524640083,8.776714325,0.843313575,65.01301575,0.721609175,-0.037741039,0.913314283,1.972316742,0.707916796,1.237312198,0.713299453,0.389571488,0.174049184,0.014378744,2.370968342,0.15849992400000001,0.003724421999999998,0.1656399310000003,0.15235991699999918,0.6772856750000003,0.013686424999999947,0.6859842500000042,0.10039082499999996,-0.041258961000000004,0.004685717000000089,0.4576832580000001,0.27708320399999997,-0.3493121979999999,-0.17129945299999993,0.146428512,-0.037049183999999985,-0.0013787440000000012,0.2940316580000002,4033963.0,2657637.0,73.99669647216797,37.599998474121094,2.348018169403076,0.0,0.0,0.10394710302352905,25.900000000000002,36794.0,40382.0,103.69215393066406
65,Ecuador,Latin America and Caribbean,5.764,0.057,5.875,5.653,9.313,0.821,68.8,0.842,-0.124,0.843,2.43,0.935,0.806,0.64,0.56,0.107,0.062,2.653,5.925199986,0.052880634,6.028846264,5.821553707,9.246058464,0.836418986,68.50003815,0.859828949,-0.127014965,0.801215112,1.972316742,0.853383601,1.221027613,0.838837743,0.555234551,0.115006477,0.086753383,2.254933834,-0.16119998599999974,0.004119365999999999,-0.15384626400000023,-0.16855370700000005,0.06694153599999986,-0.015418986000000023,0.29996185000000253,-0.017828948999999983,0.0030149650000000083,0.04178488800000002,0.4576832580000001,0.08161639900000006,-0.4150276129999999,-0.198837743,0.004765449000000088,-0.008006476999999998,-0.024753383000000004,0.398066166,17643060.0,17373662.0,79.54399871826172,28.100000381469727,0.7891846895217896,0.0,0.0,0.20528748631477356,45.4,73479.0,115842.0,251.7445068359375
66,Kyrgyzstan,Commonwealth of Independent States,5.744,0.046,5.834,5.653,8.538,0.893,64.401,0.935,0.119,0.908,2.43,0.665,0.971,0.501,0.673,0.266,0.02,2.648,5.541500092,0.043677468,5.627108097,5.455892086,8.148405075,0.887228489,64.10601044,0.909374893,0.154772058,0.888396084,1.972316742,0.513180971,1.341036677,0.680645883,0.614617765,0.30137074,0.030466691,2.060206652,0.20249990800000006,0.002322532000000002,0.20689190299999982,0.19710791399999916,0.3895949250000008,0.0057715110000000625,0.29498955999999055,0.02562510700000009,-0.035772057999999995,0.019603916,0.4576832580000001,0.151819029,-0.370036677,-0.17964588299999995,0.05838223500000006,-0.03537074000000001,-0.010466691,0.5877933479999999,6524191.0,6456900.0,20.76889991760254,26.299999237060547,1.0801770687103271,0.0,0.0,0.18645817041397095,27.34,33295.0,39977.0,105.18376159667969
67,Greece,Western Europe,5.723,0.046,5.813,5.632,10.279,0.823,72.6,0.582,-0.288,0.823,2.43,1.273,0.811,0.76,0.243,0.0,0.074,2.561,5.514999866,0.046931833,5.606986046,5.423013687,10.13232613,0.814380348,72.40525818,0.541345119,-0.300907373,0.859931409,1.972316742,1.128070116,1.168973565,0.979431748,0.173516348,0.0,0.048844352,2.016179085,0.20800013399999973,-0.000931833,0.20601395399999944,0.2089863129999996,0.14667387000000076,0.008619651999999922,0.19474181999999018,0.04065488099999992,0.012907373,-0.036931409000000026,0.4576832580000001,0.14492988399999995,-0.3579735649999999,-0.21943174799999998,0.069483652,0.0,0.025155647999999996,0.5448209149999999,10423056.0,10716322.0,46.416297912597656,45.29999923706055,2.32733154296875,0.0,1.0,0.12421645224094391,32.3,124538.0,132966.0,95.67926025390625
68,Bolivia,Latin America and Caribbean,5.716,0.053,5.819,5.613,9.046,0.81,63.901,0.875,-0.077,0.839,2.43,0.842,0.782,0.486,0.6,0.138,0.064,2.805,5.747499943,0.050645422,5.846765041,5.648234844,8.851115227,0.803108692,63.6004715,0.875873327,-0.09168113,0.822606206,1.972316742,0.730976343,1.142350554,0.662445664,0.5744645,0.138375074,0.072942637,2.425928593,-0.03149994300000003,0.002354577999999996,-0.027765041000000323,-0.035234843999999654,0.19488477300000007,0.00689130800000004,0.30052850000000575,-0.0008733269999999793,0.01468113,0.01639379399999996,0.4576832580000001,0.11102365699999994,-0.36035055400000005,-0.17644566400000006,0.025535499999999933,-0.00037507399999997526,-0.008942637000000003,0.3790714070000001,11673029.0,11513100.0,78.51429748535156,25.399999618530273,0.608559787273407,0.0,0.0,0.10116125643253326,43.800000000000004,,,
69,Mongolia,East Asia,5.677,0.042,5.76,5.595,9.4,0.935,62.5,0.708,0.116,0.856,2.43,0.966,1.065,0.442,0.397,0.263,0.053,2.492,5.456200123,0.040313236,5.535213947,5.377186298,9.412186623,0.937142491,62.30448532,0.693351328,0.098093867,0.863511205,1.972316742,0.904872775,1.458930612,0.615788162,0.355703115,0.263885736,0.046533126,1.810527563,0.22079987699999926,0.0016867640000000003,0.22478605299999987,0.21781370199999994,-0.012186622999999841,-0.0021424909999999686,0.19551468000000227,0.014648671999999974,0.017906133000000005,-0.007511205000000021,0.4576832580000001,0.06112722500000001,-0.3939306120000001,-0.17378816199999997,0.041296885000000005,-0.0008857359999999703,0.0064668739999999975,0.681472437,3278292.0,3225167.0,0.030500000342726707,28.600000381469727,1.1396116018295288,1.0,0.0,0.10214006900787354,32.35,17205.0,15922.0,-26.467947006225586
70,Paraguay,Latin America and Caribbean,5.653,0.092,5.832,5.473,9.448,0.893,65.9,0.876,0.028,0.882,2.43,0.983,0.97,0.549,0.602,0.206,0.037,2.306,5.692100048,0.051957864,5.793937683,5.590262413,9.389982224,0.898727894,65.63993835,0.885923445,0.007997713,0.834788501,1.972316742,0.897990823,1.36819756,0.735869646,0.586510062,0.204299241,0.065077379,1.83412528,-0.039100048000000776,0.040042136,0.038062316999999624,-0.11726241299999973,0.0580177759999998,-0.005727893999999956,0.26006165000001147,-0.009923444999999975,0.020002287,0.04721149899999999,0.4576832580000001,0.08500917699999999,-0.39819756000000006,-0.186869646,0.015489937999999981,0.0017007589999999961,-0.028077379000000006,0.47187471999999997,7132530.0,7044636.0,31.71390151977539,26.5,0.5909669399261475,0.0,0.0,0.1381448656320572,47.4,32362.0,34139.0,45.97062683105469
71,Montenegro,Central and Eastern Europe,5.581,0.054,5.686,5.475,9.94,0.858,68.699,0.708,-0.034,0.812,2.43,1.155,0.891,0.637,0.397,0.166,0.081,2.254,5.54610014,0.04898582,5.642112255,5.450088024,9.751860619,0.855314612,68.50534821,0.649565637,-0.075600356,0.783121586,1.972316742,1.010150075,1.265657902,0.839028895,0.303223848,0.14901033,0.098435111,1.880565882,0.03489986000000034,0.00501418,0.043887745000000145,0.02491197599999939,0.18813938099999916,0.0026853879999999553,0.1936517900000041,0.058434362999999934,0.04160035599999999,0.02887841400000002,0.4576832580000001,0.14484992499999993,-0.37465790200000004,-0.202028895,0.093776152,0.016989670000000012,-0.017435111000000003,0.37343411800000004,628062.0,622137.0,108.58799743652344,39.099998474121094,3.1344106197357178,0.0,0.0,0.21564476191997528,31.93,,,
72,Dominican Republic,Latin America and Caribbean,5.545,0.071,5.685,5.405,9.802,0.853,66.102,0.86,-0.133,0.714,2.43,1.106,0.879,0.555,0.581,0.101,0.144,2.178,5.689199924,0.069831297,5.826069355,5.552330494,9.664880753,0.882085383,65.80748749,0.866202772,-0.131263286,0.755999923,1.972316742,0.983191848,1.328888893,0.741901696,0.5628739,0.112196781,0.115945682,1.844246864,-0.14419992400000048,0.0011687029999999932,-0.14106935499999995,-0.1473304939999993,0.13711924699999933,-0.029085382999999965,0.2945125100000041,-0.0062027719999999675,-0.0017367140000000003,-0.041999922999999995,0.4576832580000001,0.12280815200000006,-0.449888893,-0.18690169599999995,0.018126099999999923,-0.011196780999999989,0.028054317999999995,0.3337531359999999,10847904.0,10738958.0,22.253101348876953,27.600000381469727,1.1295652389526367,0.0,0.0,0.19857847690582275,44.4,,,
73,North Cyprus,Western Europe,5.536,0.051,5.636,5.435,10.576,0.82,73.898,0.795,0.012,0.626,2.43,1.377,0.806,0.801,0.503,0.196,0.2,1.653,5.53550005,0.051037241,5.635532856,5.435467243,10.40570259,0.820356607,73.70222473,0.79529351,0.000227159,0.62611568,1.972316742,1.21279943,1.183089137,1.026124597,0.477885723,0.199160054,0.199802905,1.23668766,0.0004999500000000268,-3.724100000000036e-05,0.0004671439999999194,-0.0004672430000001171,0.17029740999999987,-0.0003566070000000643,0.1957752699999986,-0.00029350999999999683,0.011772841000000001,-0.00011567999999995138,0.4576832580000001,0.16420057,-0.377089137,-0.22512459699999987,0.025114277000000018,-0.0031600539999999955,0.00019709500000000824,0.41631233999999995,,,,,,0.0,0.0,0.30533018708229065,,,,
74,Belarus,Commonwealth of Independent States,5.534,0.047,5.625,5.442,9.853,0.91,66.253,0.65,-0.18,0.627,2.43,1.124,1.007,0.56,0.326,0.07,0.199,2.247,5.539899826,0.037060037,5.612537384,5.467262268,9.779945374,0.90674746,66.10433197,0.639163077,-0.164926544,0.63571167,1.972316742,1.018854499,1.38713932,0.75258857,0.290755868,0.08993306,0.193607435,1.8069911,-0.0058998260000002745,0.009939963000000003,0.012462615999999649,-0.025262267999999644,0.07305462599999935,0.0032525400000000815,0.14866802999999607,0.010836923000000054,-0.015073455999999985,-0.00871166999999995,0.4576832580000001,0.1051455010000002,-0.38013932000000006,-0.19258856999999996,0.03524413200000004,-0.01993305999999999,0.005392565000000016,0.4400088999999998,9449321.0,9466856.0,15.069900512695312,40.29999923706055,2.3771450519561768,0.0,0.0,0.24223361909389496,25.44,,,
75,Russia,Commonwealth of Independent States,5.477,0.033,5.541,5.413,10.189,0.903,64.703,0.718,-0.111,0.845,2.43,1.241,0.992,0.511,0.409,0.115,0.06,2.148,5.546000004,0.039609671,5.623634815,5.468365192,10.12887192,0.903150737,64.10045624,0.729892612,-0.151153743,0.864802599,1.972316742,1.126999617,1.378644109,0.68044591,0.399499595,0.099041916,0.045699362,1.815716743,-0.06900000399999939,-0.0066096709999999975,-0.08263481499999958,-0.05536519200000001,0.06012808000000014,-0.0001507370000000119,0.6025437600000032,-0.011892612000000025,0.040153743000000006,-0.019802599000000032,0.4576832580000001,0.11400038300000004,-0.3866441089999999,-0.16944590999999998,0.00950040499999999,0.01595808400000001,0.014300637999999997,0.33228325700000005,145934460.0,144373535.0,38.55910110473633,39.599998474121094,1.770572543144226,0.0,0.0,0.19593723118305206,34.559999999999995,1800683.0,2124479.0,211.4047088623047
76,Hong Kong S.A.R. of China,East Asia,5.477,0.049,5.573,5.38,11.0,0.836,76.82,0.717,0.067,0.403,2.43,1.525,0.841,0.893,0.408,0.232,0.342,1.236,5.510399818,0.046019029,5.600596905,5.420202732,10.9346714,0.845969081,76.77170563,0.779833794,0.134979904,0.420607209,1.972316742,1.376746058,1.243584275,1.136630654,0.459356517,0.288280904,0.332485437,0.673293114,-0.03339981799999947,0.002980970999999999,-0.02759690499999934,-0.04020273200000002,0.06532860000000085,-0.009969081000000046,0.04829436999999359,-0.062833794,-0.06797990400000001,-0.017607208999999957,0.4576832580000001,0.14825394199999997,-0.40258427499999994,-0.24363065399999995,-0.051356517000000046,-0.05628090399999999,0.009514563000000031,0.562706886,7496988.0,7451000.0,1.9741261005401611,44.79999923706055,1.1787446737289429,1.0,0.0,0.3179250657558441,48.275000000000006,48706.0,50653.0,44.117401123046875
77,Tajikistan,Commonwealth of Independent States,5.466,0.034,5.532,5.4,8.091,0.86,64.281,0.832,-0.056,0.553,2.43,0.508,0.895,0.498,0.548,0.152,0.247,2.619,5.555699825,0.032321576,5.619050026,5.492349625,8.024810791,0.835297108,64.10459137,0.831383407,-0.025088511,0.592076063,1.972316742,0.474874616,1.218377709,0.680594802,0.521141171,0.182417125,0.221779913,2.25650835,-0.0896998249999994,0.0016784240000000047,-0.087050026,-0.09234962499999977,0.06618920899999914,0.024702891999999976,0.1764086300000116,0.0006165929999999431,-0.030911489,-0.039076062999999994,0.4576832580000001,0.03312538399999998,-0.32337770900000007,-0.182594802,0.02685882900000003,-0.030417125000000017,0.025220087000000002,0.3624916500000004,9537642.0,9321018.0,0.9435999989509583,23.299999237060547,1.1353672742843628,0.0,0.0,0.5537751317024231,34.0,33537.0,41743.0,95.32666778564453
78,Vietnam,Southeast Asia,5.411,0.039,5.488,5.334,8.973,0.85,68.034,0.94,-0.098,0.796,2.43,0.817,0.873,0.616,0.679,0.124,0.091,2.211,5.353499889,0.033800762,5.41974926,5.287250519,8.809545517,0.849987149,67.9527359,0.939592957,-0.094533332,0.79642123,1.972316742,0.718092382,1.253074765,0.819133997,0.650835574,0.136488721,0.089848459,1.685977936,0.05750011099999952,0.005199238000000002,0.06825074000000075,0.04674948099999998,0.16345448300000065,1.2850999999924895e-05,0.08126410000001272,0.0004070429999999403,-0.003466668000000006,-0.00042122999999993915,0.4576832580000001,0.09890761799999992,-0.38007476500000004,-0.203133997,0.02816442600000002,-0.012488721000000008,0.001151540999999992,0.5250220639999998,97338583.0,96462106.0,0.036000002175569534,32.599998474121094,0.8066069483757019,1.0,0.0,0.49013349413871765,40.099999999999994,,,
79,Libya,Middle East and North Africa,5.41,0.076,5.558,5.262,9.622,0.827,62.3,0.771,-0.087,0.667,2.43,1.044,0.821,0.435,0.474,0.131,0.174,2.331,5.488800049,0.060677204,5.607727528,5.36987257,9.789815903,0.825942934,62.29999924,0.773157001,-0.085054487,0.668779135,1.972316742,1.021913767,1.196283698,0.615626633,0.451354057,0.142757699,0.172258079,1.888563156,-0.07880004899999982,0.015322796,-0.04972752800000002,-0.1078725700000005,-0.16781590299999927,0.0010570659999999954,7.599999989338357e-07,-0.0021570009999999362,-0.001945512999999996,-0.0017791349999999317,0.4576832580000001,0.02208623300000001,-0.37528369800000005,-0.18062663299999998,0.022645943,-0.011757698999999983,0.0017419209999999796,0.44243684399999994,6871287.0,6777452.0,21.50979995727539,29.0,2.1936423778533936,0.0,0.0,0.3110003173351288,30.2,,,
80,Malaysia,Southeast Asia,5.384,0.049,5.48,5.289,10.238,0.817,67.102,0.895,0.125,0.839,2.43,1.259,0.797,0.587,0.624,0.27,0.064,1.784,5.384300232,0.048802696,5.479953289,5.288647175,10.26251888,0.816509426,67.10215759,0.894626856,0.114726797,0.839302301,1.972316742,1.168421626,1.17400229,0.788511872,0.596941531,0.274886161,0.062163133,1.319420815,-0.00030023199999984485,0.0001973040000000023,4.6711000000421166e-05,0.0003528249999993349,-0.024518880000000465,0.0004905739999999659,-0.00015759000000059586,0.0003731439999999919,0.010273202999999995,-0.0003023010000000603,0.4576832580000001,0.0905783739999999,-0.37700228999999996,-0.20151187199999998,0.027058468999999974,-0.004886161,0.001836866999999999,0.46457918500000006,32365998.0,31949777.0,1.455199956893921,29.899999618530273,0.7138990759849548,1.0,0.0,0.44292891025543213,41.04,173700.0,174300.0,9.328970909118652
81,Indonesia,Southeast Asia,5.345,0.056,5.454,5.235,9.365,0.811,62.236,0.873,0.542,0.867,2.43,0.954,0.786,0.433,0.598,0.541,0.046,1.987,5.285600185,0.047692381,5.379077435,5.192122936,9.36975193,0.808379889,62.15584946,0.870614409,0.519586504,0.876296401,1.972316742,0.891720712,1.154800892,0.610437036,0.568161428,0.542646527,0.038278613,1.479573488,0.05939981499999991,0.008307619000000002,0.07492256499999961,0.042877064000000686,-0.004751929999999405,0.002620111000000036,0.08015053999999822,0.0023855910000000202,0.022413496000000088,-0.009296400999999954,0.4576832580000001,0.06227928799999993,-0.3688008919999999,-0.177437036,0.029838571999999952,-0.0016465270000000087,0.007721386999999996,0.5074265120000001,273523621.0,270625568.0,8.093599319458008,29.299999237060547,0.5756047368049622,0.0,0.0,0.5607911944389343,37.47749999999999,,,
82,Congo (Brazzaville),Sub-Saharan Africa,5.342,0.097,5.533,5.151,8.117,0.636,58.221,0.695,-0.068,0.745,2.43,0.518,0.392,0.307,0.381,0.144,0.124,3.476,5.194399834,0.077028967,5.345376492,5.043423176,8.536987305,0.640228093,57.92448044,0.719058514,-0.123674095,0.751779079,1.972316742,0.633616745,0.757636011,0.458101124,0.386514395,0.117216013,0.118670784,2.722619534,0.14760016599999926,0.019971033,0.1876235080000006,0.10757682399999968,-0.41998730499999937,-0.004228093000000044,0.296519559999993,-0.02405851400000003,0.05567409499999999,-0.006779078999999966,0.4576832580000001,-0.11561674499999997,-0.365636011,-0.15110112400000003,-0.005514395000000005,0.026783986999999995,0.005329215999999998,0.7533804659999999,5518092.0,5380508.0,1.957200050354004,19.0,0.8529518246650696,0.0,0.0,0.2383536696434021,48.94,,,
83,China,East Asia,5.339,0.029,5.397,5.281,9.673,0.811,69.593,0.904,-0.146,0.755,2.43,1.061,0.785,0.665,0.636,0.093,0.117,1.982,5.123899937,0.025901664,5.174667358,5.073132515,9.688568115,0.798760593,69.2891922,0.898517907,-0.18142575,0.7539711,1.972316742,0.990533412,1.132080674,0.867248535,0.601605117,0.079021044,0.117255554,1.336181879,0.2151000630000004,0.003098336,0.22233264200000047,0.20786748499999952,-0.01556811500000066,0.012239407000000035,0.3038078000000013,0.005482093000000021,0.035425750000000006,0.0010288999999999993,0.4576832580000001,0.07046658799999994,-0.347080674,-0.20224853499999995,0.03439488300000004,0.013978956,-0.0002555539999999912,0.645818121,1439323774.0,1397715000.0,0.33219999074935913,38.70000076293945,1.0972458124160767,1.0,0.0,0.5163989663124084,46.7,,,
84,Ivory Coast,Sub-Saharan Africa,5.306,0.078,5.46,5.152,8.551,0.644,50.114,0.741,-0.016,0.794,2.43,0.669,0.409,0.052,0.438,0.177,0.092,3.469,5.233300209,0.073095515,5.376567364,5.090033054,8.225561142,0.658048689,49.50377274,0.727909327,-0.043991156,0.790771961,1.972316742,0.537094414,0.799727261,0.154942513,0.397122532,0.169915587,0.093495794,3.081022501,0.07269979099999979,0.004904485,0.08343263600000039,0.06196694600000008,0.32543885800000005,-0.014048689000000003,0.6102272599999949,0.013090672999999997,0.027991155999999996,0.003228039000000016,0.4576832580000001,0.13190558600000002,-0.39072726100000005,-0.10294251300000001,0.04087746800000003,0.007084412999999984,-0.0014957939999999947,0.3879774989999998,26378275.0,25716544.0,0.5194000005722046,18.700000762939453,0.9639504551887512,0.0,0.0,0.28531602025032043,48.594,,,
85,Armenia,Commonwealth of Independent States,5.283,0.058,5.397,5.168,9.487,0.799,67.055,0.825,-0.168,0.629,2.43,0.996,0.758,0.585,0.54,0.079,0.198,2.127,4.676799774,0.058595356,4.791646481,4.561953068,9.100476265,0.757479429,66.75065613,0.712017834,-0.13877961,0.773544788,1.972316742,0.808262408,1.034576893,0.77585727,0.378075808,0.107225738,0.104618184,1.468161583,0.6062002260000003,-0.0005953559999999983,0.6053535190000003,0.6060469319999999,0.3865237350000008,0.04152057100000006,0.30434387000001095,0.112982166,-0.029220390000000013,-0.14454478800000004,0.4576832580000001,0.18773759199999995,-0.2765768930000001,-0.19085727000000008,0.16192419200000002,-0.028225738,0.093381816,0.6588384169999997,2963234.0,2957731.0,95.26750183105469,35.70000076293945,1.7618467807769775,0.0,0.0,0.1740662157535553,33.62,26252.0,35371.0,302.3042907714844
86,Nepal,South Asia,5.269,0.07,5.406,5.132,8.12,0.774,64.233,0.782,0.152,0.727,2.43,0.519,0.702,0.496,0.488,0.287,0.135,2.642,5.137199879,0.057692084,5.250276566,5.024123192,7.925357342,0.785512447,63.77917862,0.797565043,0.154168829,0.738099158,1.972316742,0.444050372,1.100789309,0.66887939,0.480608255,0.300971806,0.127502963,2.014386892,0.13180012100000038,0.012307916000000009,0.15572343399999955,0.10787680799999944,0.19464265799999936,-0.011512446999999981,0.45382138000000083,-0.015565042999999945,-0.002168829000000011,-0.011099158000000053,0.4576832580000001,0.07494962799999999,-0.3987893090000001,-0.17287938999999997,0.007391745000000005,-0.013971806000000031,0.007497037000000012,0.6276131079999998,29136808.0,28608710.0,6.369900226593018,25.0,0.8772907257080078,0.0,1.0,0.39221665263175964,32.84,,,
87,Bulgaria,Central and Eastern Europe,5.266,0.054,5.371,5.16,10.016,0.931,67.0,0.788,-0.096,0.932,2.43,1.181,1.055,0.583,0.494,0.125,0.005,1.823,5.101500034,0.04422117,5.188173294,5.014826775,9.869318962,0.937840343,66.80397797,0.745178163,-0.143908441,0.935585141,1.972316742,1.046554685,1.460578918,0.777776897,0.417820066,0.103833713,0.0,1.294961452,0.16449996600000016,0.009778830000000002,0.18282670600000017,0.14517322499999974,0.14668103800000054,-0.0068403429999999155,0.19602202999999463,0.042821837000000085,0.047908440999999996,-0.0035851409999999584,0.4576832580000001,0.134445315,-0.405578918,-0.194776897,0.076179934,0.021166287000000006,0.005,0.528038548,6948445.0,6975761.0,109.03160095214844,44.70000076293945,2.6916964054107666,0.0,0.0,0.07329422235488892,39.6,107849.0,126525.0,259.25592041015625
88,Maldives,South Asia,5.198,0.072,5.339,5.057,9.826,0.913,70.6,0.854,0.024,0.825,2.43,1.115,1.015,0.697,0.575,0.204,0.073,1.52,5.197599888,0.071985401,5.338691235,5.056508541,9.518632889,0.91316092,70.59999847,0.853962779,0.038085498,0.824211061,1.972316742,0.937864304,1.402287602,0.914439559,0.548203647,0.224198252,0.071906492,1.098674774,0.0004001120000003411,1.4598999999990148e-05,0.00030876500000065477,0.0004914590000000274,0.30736711100000136,-0.00016092000000000883,1.5299999915896478e-06,3.72210000000317e-05,-0.014085498000000002,0.0007889389999999885,0.4576832580000001,0.177135696,-0.387287602,-0.217439559,0.02679635299999994,-0.020198252,0.001093507999999993,0.421325226,540542.0,530953.0,8.880000114440918,30.600000381469727,0.7120938301086426,0.0,0.0,0.32748720049858093,37.3425,,,
89,Azerbaijan,Commonwealth of Independent States,5.171,0.04,5.25,5.091,9.569,0.836,65.656,0.814,-0.223,0.506,2.43,1.025,0.841,0.541,0.526,0.043,0.276,1.919,5.164800167,0.034197241,5.231826782,5.097773552,9.687726974,0.819308281,65.50839996,0.786824107,-0.240255281,0.55253756,1.972316742,0.990272701,1.180613041,0.731134057,0.467734724,0.040113214,0.247307181,1.507632971,0.0061998330000001545,0.005802758999999998,0.01817321800000027,-0.006773551999999405,-0.11872697399999943,0.016691718999999994,0.14760004000000038,0.027175892999999895,0.017255280999999983,-0.04653755999999998,0.4576832580000001,0.034727298999999934,-0.339613041,-0.19013405699999997,0.05826527600000003,0.0028867859999999954,0.028692819000000036,0.411367029,10139175.0,10023318.0,26.047500610351562,32.400001525878906,1.752465009689331,0.0,0.0,0.35204797983169556,26.6,56447.0,75647.0,185.60867309570312
90,Cameroon,Sub-Saharan Africa,5.142,0.074,5.288,4.996,8.189,0.71,53.515,0.731,0.026,0.848,2.43,0.543,0.556,0.159,0.425,0.205,0.058,3.195,5.084899902,0.067296073,5.216800213,4.952999592,8.118647575,0.700386405,52.7049408,0.763051808,-0.00149645,0.851336598,1.972316742,0.503958046,0.89972645,0.270189553,0.439242482,0.198020101,0.054393422,2.719370842,0.057100098000000266,0.006703926999999998,0.07119978700000029,0.043000408000000157,0.07035242499999939,0.00961359499999992,0.8100591999999978,-0.03205180800000007,0.02749645,-0.0033365980000000794,0.4576832580000001,0.03904195399999999,-0.3437264499999999,-0.11118955300000002,-0.014242482,0.006979898999999984,0.003606578000000006,0.47562915799999983,26545864.0,25876380.0,1.6875998973846436,18.799999237060547,0.9193479418754578,0.0,0.0,0.28146877884864807,46.64,,,
91,Senegal,Sub-Saharan Africa,5.132,0.068,5.266,4.998,8.118,0.71,59.802,0.695,-0.046,0.801,2.43,0.518,0.558,0.357,0.381,0.158,0.088,3.071,4.980800152,0.05276908,5.084227562,4.877372742,8.118982315,0.723616004,59.59915161,0.690596163,-0.052335154,0.808785141,1.972316742,0.504061818,0.95459342,0.518391907,0.352400899,0.164397135,0.081865937,2.405123949,0.15119984800000008,0.015230920000000002,0.1817724380000003,0.12062725799999985,-0.0009823149999999004,-0.01361600400000007,0.20284838999999977,0.0044038369999999105,0.0063351540000000026,-0.00778514099999994,0.4576832580000001,0.013938181999999966,-0.39659342,-0.16139190700000006,0.028599101000000016,-0.006397134999999998,0.006134062999999995,0.6658760510000001,16743930.0,16296364.0,2.4486000537872314,18.700000762939453,1.0616328716278076,0.0,0.0,0.35542404651641846,40.29,,,
92,Albania,Central and Eastern Europe,5.117,0.059,5.234,5.001,9.52,0.697,68.999,0.785,-0.03,0.901,2.43,1.008,0.529,0.646,0.491,0.168,0.024,2.25,4.882699966,0.056115732,4.992686749,4.772713184,9.417930603,0.671070457,68.70813751,0.781994224,-0.042309489,0.896303713,1.972316742,0.906653047,0.830483913,0.846329629,0.461945891,0.171027765,0.025361285,1.640897036,0.23430003400000032,0.0028842679999999954,0.24131325100000023,0.22828681600000067,0.10206939699999928,0.025929542999999944,0.290862489999995,0.003005776000000071,0.012309489,0.004696287000000021,0.4576832580000001,0.10134695299999996,-0.301483913,-0.20032962899999995,0.029054108999999995,-0.003027764999999988,-0.0013612850000000003,0.6091029640000001,2877800.0,2854191.0,41.038299560546875,38.0,3.058283567428589,0.0,0.0,0.15013878047466278,28.96,,,
93,North Macedonia,Central and Eastern Europe,5.101,0.051,5.202,5.001,9.693,0.805,65.474,0.751,0.038,0.905,2.43,1.068,0.772,0.535,0.45,0.212,0.022,2.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2083380.0,2083459.0,120.14129638671875,39.099998474121094,2.8754208087921143,0.0,0.0,0.10543302446603775,32.4,20412.0,25049.0,235.03024291992188
