,Country name,Regional indicator,21_Ladder score,21_Standard error of ladder score,21_upperwhisker,21_lowerwhisker,21_Logged GDP per capita,21_Social support,21_Healthy life expectancy,21_Freedom to make life choices,21_Generosity,21_Perceptions of corruption,21_Ladder score in Dystopia,21_Explained by: Log GDP per capita,21_Explained by: Social support,21_Explained by: Healthy life expectancy,21_Explained by: Freedom to make life choices,21_Explained by: Generosity,21_Explained by: Perceptions of corruption,21_Dystopia + residual,20_Ladder score,20_Standard error of ladder score,20_upperwhisker,20_lowerwhisker,20_Logged GDP per capita,20_Social support,20_Healthy life expectancy,20_Freedom to make life choices,20_Generosity,20_Perceptions of corruption,20_Ladder score in Dystopia,20_Explained by: Log GDP per capita,20_Explained by: Social support,20_Explained by: Healthy life expectancy,20_Explained by: Freedom to make life choices,20_Explained by: Generosity,20_Explained by: Perceptions of corruption,20_Dystopia + residual,Ladder score_diff,Standard error of ladder score_diff,upperwhisker_diff,lowerwhisker_diff,Logged GDP per capita_diff,Social support_diff,Healthy life expectancy_diff,Freedom to make life choices_diff,Generosity_diff,Perceptions of corruption_diff,Ladder score in Dystopia_diff,Explained by: Log GDP per capita_diff,Explained by: Social support_diff,Explained by: Healthy life expectancy_diff,Explained by: Freedom to make life choices_diff,Explained by: Generosity_diff,Explained by: Perceptions of corruption_diff,Dystopia + residual_diff,Population 2020,Population 2019,"COVID-19 deaths per 100,000 population in 2020",Median age,Index of exposure to COVID-19  infections in other countries as of March 31,WHO Western Pacific Region,Female head of government,Index of institutional trust,Gini coefficient of income,"All-cause death count, 2019","All-cause death count, 2020","Excess deaths in 2020 per 100,000 population, relative to 2017-2019 average"
125,Myanmar,Southeast Asia,4.426,0.052,4.527,4.324,8.541,0.779,59.302,0.876,0.509,0.66,2.43,0.666,0.713,0.341,0.601,0.52,0.178,1.407,4.308000088,0.042949215,4.392180443,4.223819733,8.680481911,0.78440702,58.96171188,0.895075202,0.560663998,0.645124316,1.972316742,0.67809093,1.098178267,0.495443076,0.597478867,0.569813728,0.187530354,0.681462526,0.11799991200000015,0.009050784999999999,0.13481955700000015,0.10018026699999982,-0.13948191099999896,-0.005407019999999929,0.34028811999999675,-0.019075202000000013,-0.05166399799999999,0.014875684000000056,0.4576832580000001,-0.012090929999999944,-0.385178267,-0.15444307599999996,0.0035211330000000096,-0.049813727999999946,-0.009530354000000019,0.725537474,54409794.0,54045420.0,4.929299831390381,29.100000381469727,0.7592831254005432,0.0,1.0,0.6214678287506104,38.07,,,
126,Jordan,Middle East and North Africa,4.395,0.062,4.516,4.273,9.182,0.767,67.0,0.755,-0.167,0.705,2.43,0.89,0.685,0.583,0.455,0.079,0.15,1.553,4.633399963,0.058751218,4.748552322,4.518247604,9.025999069,0.80216372,66.79975128,0.75104779,-0.162565202,0.700344324,1.972316742,0.785179198,1.140118599,0.777624726,0.424855083,0.091494769,0.151878625,1.262258053,-0.238399963,0.0032487819999999987,-0.2325523220000001,-0.24524760400000023,0.15600093100000123,-0.03516372000000001,0.2002487200000047,0.0039522100000000115,-0.0044347980000000176,0.004655675999999942,0.4576832580000001,0.10482080199999999,-0.45511859899999996,-0.19462472600000003,0.030144916999999993,-0.012494769000000003,-0.0018786249999999949,0.2907419469999999,10203140.0,10101694.0,37.576698303222656,23.200000762939453,1.8946033716201782,0.0,0.0,0.46545493602752686,33.1,,,
127,Chad,Sub-Saharan Africa,4.355,0.094,4.54,4.171,7.364,0.619,48.478,0.579,0.041,0.807,2.43,0.255,0.353,0.0,0.24,0.215,0.084,3.209,4.422699928,0.075231321,4.570153236,4.27524662,7.467963696,0.632388055,48.22053909,0.587305248,0.017834719,0.802760839,1.972316742,0.302287489,0.739118278,0.1087441,0.228601769,0.210805088,0.085755408,2.74742651,-0.06769992799999969,0.018768678999999996,-0.030153236000000305,-0.10424661999999962,-0.1039636960000001,-0.013388054999999954,0.25746090999999893,-0.008305247999999987,0.023165281000000003,0.004239161000000102,0.4576832580000001,-0.047287489000000016,-0.386118278,-0.1087441,0.011398230999999981,0.004194911999999995,-0.001755408,0.46157349000000014,16425859.0,15946876.0,0.6330999732017517,16.700000762939453,1.0772926807403564,0.0,0.0,0.2692703306674957,43.32,,,
128,Sri Lanka,South Asia,4.325,0.066,4.454,4.196,9.47,0.827,67.299,0.841,0.079,0.863,2.43,0.99,0.82,0.593,0.559,0.239,0.049,1.075,4.327000141,0.053085525,4.431047916,4.222952366,9.389969826,0.825374067,67.20006561,0.837633669,0.081129618,0.859001756,1.972316742,0.897986948,1.19494009,0.792036712,0.528632462,0.252666146,0.049444564,0.611288548,-0.0020001409999999,0.012914475000000002,0.022952083999999928,-0.026952366000000616,0.0800301740000009,0.0016259329999999128,0.09893439000001081,0.0033663309999999447,-0.002129618,0.00399824400000004,0.4576832580000001,0.09201305199999998,-0.37494009000000006,-0.19903671200000006,0.030367538000000027,-0.01366614599999999,-0.00044456400000000146,0.46371145199999997,21413250.0,21670000.0,0.9527000188827515,34.099998474121094,0.7049904465675354,0.0,0.0,0.3675445318222046,41.93666666666667,,,
129,Swaziland,Sub-Saharan Africa,4.308,0.071,4.448,4.168,9.065,0.77,50.833,0.647,-0.185,0.708,2.43,0.849,0.693,0.074,0.323,0.067,0.147,2.155,4.308100224,0.07145194,4.448145866,4.168054581,9.16267395,0.770290196,51.18823624,0.646822274,-0.19920142,0.708263338,1.972316742,0.827539742,1.064835191,0.215585828,0.299935788,0.067264833,0.146765873,1.686207294,-0.00010022400000053722,-0.0004519400000000118,-0.0001458659999995504,-5.4580999999664925e-05,-0.09767395000000079,-0.0002901960000000203,-0.35523624000000353,0.00017772599999998917,0.014201419999999992,-0.00026333800000000185,0.4576832580000001,0.021460257999999954,-0.37183519100000006,-0.14158582800000002,0.02306421200000003,-0.0002648329999999921,0.00023412700000000064,0.4687927059999999,,,,,,,,,,,,
130,Comoros,Sub-Saharan Africa,4.289,0.084,4.454,4.123,8.031,0.626,57.349,0.548,0.082,0.781,2.43,0.488,0.367,0.279,0.202,0.241,0.101,2.61,4.288599968,0.084340192,4.453906536,4.1232934,7.833630085,0.625662446,57.34901047,0.547612607,0.090008408,0.780622602,1.972316742,0.415620774,0.723232806,0.437383324,0.181028232,0.258538276,0.100048535,2.17276907,0.0004000319999999391,-0.00034019199999998917,9.346399999987653e-05,-0.0002933999999994441,0.19736991500000034,0.0003375540000000177,-1.0470000006534974e-05,0.00038739300000001364,-0.008008407999999995,0.00037739800000002877,0.4576832580000001,0.07237922599999996,-0.35623280599999996,-0.158383324,0.020971768000000002,-0.01753827600000002,0.0009514650000000124,0.4372309299999997,869595.0,850886.0,1.149999976158142,20.399999618530273,0.6627538800239563,0.0,0.0,0.13861925899982452,45.33,,,
131,Egypt,Middle East and North Africa,4.283,0.045,4.371,4.195,9.367,0.75,61.998,0.749,-0.182,0.795,2.43,0.954,0.647,0.426,0.446,0.069,0.092,1.648,4.151400089,0.035979424,4.221919537,4.080880642,9.316541672,0.735447824,61.78015137,0.708354175,-0.196878314,0.787726879,1.972316742,0.875228941,0.982539535,0.596911311,0.373684734,0.068801254,0.095461793,1.158818245,0.13159991100000035,0.009020575999999995,0.14908046300000066,0.11411935799999995,0.050458328000001273,0.014552176000000028,0.21784862999999888,0.040645825000000024,0.014878314000000004,0.0072731209999999935,0.4576832580000001,0.07877105899999992,-0.335539535,-0.17091131100000007,0.07231526599999999,0.00019874599999999965,-0.0034617930000000047,0.48918175499999994,102334403.0,100388073.0,7.456900119781494,25.299999237060547,1.626674771308899,0.0,0.0,0.445924311876297,31.560000000000002,,,
132,Ethiopia,Sub-Saharan Africa,4.275,0.051,4.374,4.175,7.694,0.764,59.0,0.752,0.082,0.761,2.43,0.37,0.679,0.331,0.451,0.241,0.114,2.089,4.186200142,0.038915094,4.262473583,4.109926701,7.509385586,0.743307352,58.63959122,0.740795195,0.043377332,0.753690004,1.972316742,0.315125644,1.001103282,0.483846247,0.41256687,0.227698103,0.117437035,1.628459215,0.08879985800000068,0.012084906,0.11152641699999943,0.0650732989999998,0.18461441400000034,0.020692648000000036,0.3604087800000002,0.011204804999999984,0.038622668000000006,0.007309996000000041,0.4576832580000001,0.05487435600000001,-0.32210328200000005,-0.152846247,0.03843313000000004,0.01330189699999998,-0.003437034999999991,0.46054078500000006,114963583.0,112078730.0,1.6726999282836914,19.799999237060547,0.915070116519928,0.0,1.0,0.39686521887779236,33.4975,,,
133,Mauritania,Sub-Saharan Africa,4.227,0.07,4.365,4.09,8.542,0.795,57.161,0.561,-0.106,0.731,2.43,0.666,0.749,0.273,0.218,0.119,0.133,2.069,4.374599934,0.055093341,4.482583046,4.266616821,8.233919144,0.790819228,57.01017761,0.551522553,-0.106008142,0.746223509,1.972316742,0.539684892,1.113323569,0.425184816,0.185714483,0.128899664,0.122257635,1.85955739,-0.1475999339999996,0.01490665900000001,-0.11758304600000002,-0.17661682100000053,0.3080808560000001,0.004180771999999999,0.15082239000000186,0.009477447000000083,8.142000000002647e-06,-0.015223509000000024,0.4576832580000001,0.126315108,-0.36432356900000007,-0.152184816,0.032285516999999986,-0.009899664000000002,0.010742365000000004,0.20944260999999997,4649660.0,4525696.0,7.462899684906006,20.299999237060547,1.1491624116897583,0.0,0.0,0.12243211269378662,32.62,,,
134,Madagascar,Sub-Saharan Africa,4.208,0.072,4.349,4.068,7.396,0.686,59.305,0.552,-0.005,0.803,2.43,0.266,0.503,0.341,0.207,0.185,0.087,2.62,4.165599823,0.057542104,4.278382301,4.052817345,7.281685829,0.668195903,59.10542679,0.557574093,-0.011823639,0.817485631,1.972316742,0.244553208,0.823694348,0.500617027,0.192967549,0.191190064,0.076248638,2.136298418,0.042400177000000205,0.014457895999999998,0.07061769900000048,0.015182654999999379,0.11431417100000019,0.017804097000000074,0.19957320999999695,-0.005574093000000002,0.006823639,-0.014485630999999999,0.4576832580000001,0.02144679200000002,-0.32069434799999996,-0.15961702699999997,0.014032451000000001,-0.006190063999999995,0.010751362,0.48370158200000013,27691019.0,26969307.0,0.9424999952316284,19.600000381469727,0.6031928062438965,0.0,0.0,0.31176528334617615,42.65,,,
135,Togo,Sub-Saharan Africa,4.107,0.077,4.258,3.956,7.362,0.569,54.914,0.619,0.032,0.772,2.43,0.254,0.239,0.203,0.289,0.209,0.107,2.806,4.187200069,0.062506773,4.309713364,4.064686775,7.357711315,0.551312625,54.71989822,0.649828613,0.002667875,0.757733464,1.972316742,0.268116266,0.547622859,0.342731178,0.303539038,0.200774252,0.114826456,2.409595251,-0.08020006899999998,0.014493226999999997,-0.05171336400000026,-0.10868677500000024,0.004288684999999681,0.01768737499999995,0.194101780000004,-0.03082861300000006,0.029332125,0.014266536000000052,0.4576832580000001,-0.014116265999999988,-0.30862285899999997,-0.139731178,-0.014539038000000004,0.008225748000000005,-0.007826455999999996,0.3964047490000002,8278737.0,8082366.0,0.821399986743927,19.399999618530273,0.9663538932800293,0.0,1.0,0.21230554580688477,43.06,,,
136,Zambia,Sub-Saharan Africa,4.073,0.069,4.209,3.938,8.145,0.708,55.809,0.782,0.061,0.823,2.43,0.528,0.552,0.231,0.487,0.227,0.074,1.975,3.759399891,0.06067669,3.878326178,3.640473604,8.224720001,0.698824465,55.29937744,0.806500256,0.078037128,0.801289678,1.972316742,0.536833763,0.896037281,0.36359334,0.49131754,0.250620902,0.086705238,1.134339333,0.31360010900000024,0.008323310000000007,0.3306738219999996,0.2975263960000003,-0.0797200010000001,0.009175535000000012,0.5096225599999968,-0.024500255999999943,-0.017037128,0.021710322000000004,0.4576832580000001,-0.008833762999999939,-0.344037281,-0.13259333999999998,-0.004317540000000009,-0.02362090199999997,-0.012705238000000008,0.8406606670000001,18383956.0,17861030.0,2.110499858856201,17.700000762939453,0.6666667461395264,0.0,0.0,0.3215149939060211,57.14,,,
137,Sierra Leone,Sub-Saharan Africa,3.849,0.077,4.001,3.698,7.434,0.63,51.651,0.717,0.084,0.866,2.43,0.279,0.377,0.1,0.408,0.243,0.047,2.396,3.926399946,0.061150789,4.046255589,3.806544304,7.26880312,0.636142015,50.86514282,0.715315044,0.088660747,0.861330688,1.972316742,0.240560383,0.747984946,0.203953966,0.382027686,0.257647008,0.047940936,2.046271801,-0.07739994599999989,0.015849211000000002,-0.04525558899999993,-0.10854430400000004,0.16519687999999988,-0.006142015000000001,0.7858571800000007,0.0016849559999999597,-0.004660746999999993,0.004669311999999981,0.4576832580000001,0.03843961700000004,-0.370984946,-0.10395396599999998,0.025972313999999996,-0.014647008000000017,-0.0009409360000000033,0.34972819899999985,7976985.0,7813215.0,0.9527000188827515,19.100000381469727,0.9624727368354797,0.0,0.0,0.33849188685417175,34.03,,,
138,India,South Asia,3.819,0.026,3.869,3.769,8.755,0.603,60.633,0.893,0.089,0.774,2.43,0.741,0.316,0.383,0.622,0.246,0.106,1.405,3.573299885,0.027702235,3.627596378,3.519003391,8.849823952,0.592200935,60.21518707,0.881444871,0.057551607,0.772042692,1.972316742,0.730576158,0.644198656,0.54057014,0.581142247,0.237072483,0.105587982,0.734130859,0.245700115,-0.0017022349999999999,0.24140362200000043,0.2499966090000001,-0.09482395199999871,0.010799064999999941,0.41781293000000375,0.011555128999999997,0.031448393,0.0019573080000000465,0.4576832580000001,0.010423842000000016,-0.32819865600000003,-0.15757014000000003,0.04085775300000005,0.008927516999999996,0.0004120180000000001,0.6708691410000001,1380004385.0,1366417754.0,10.77810001373291,28.200000762939453,0.9366806745529175,0.0,0.0,0.5260490775108337,39.334374999999994,,,
139,Burundi,Sub-Saharan Africa,3.775,0.107,3.985,3.565,6.635,0.49,53.4,0.626,-0.024,0.607,2.43,0.0,0.062,0.155,0.298,0.172,0.212,2.876,3.775300026,0.107122384,3.98526001,3.565340042,6.492642403,0.490325719,53.40000153,0.626350224,-0.017551597,0.606934547,1.972316742,0.0,0.403575271,0.295212835,0.275399059,0.187401786,0.212186828,2.401507378,-0.0003000260000001198,-0.00012238400000000316,-0.00026001000000031027,-0.00034004199999992935,0.14235759700000017,-0.0003257190000000021,-1.5299999986950752e-06,-0.00035022399999995457,-0.006448403000000002,6.545299999993759e-05,0.4576832580000001,0.0,-0.341575271,-0.140212835,0.022600940999999986,-0.015401786,-0.000186828,0.4744926220000001,11890781.0,11530580.0,0.01679999940097332,17.5,0.780524492263794,0.0,0.0,0.29312029480934143,38.62,,,
140,Yemen,Middle East and North Africa,3.658,0.07,3.794,3.521,7.578,0.832,57.122,0.602,-0.147,0.8,2.43,0.329,0.831,0.272,0.268,0.092,0.089,1.776,3.527400017,0.054158084,3.633549929,3.421250105,7.759682655,0.817980587,56.72728348,0.599920273,-0.157735437,0.800287724,1.972316742,0.392701775,1.177477121,0.41500017,0.243721485,0.094689012,0.087352127,1.116472721,0.13059998299999975,0.015841916000000004,0.16045007100000008,0.09974989499999998,-0.18168265499999947,0.01401941299999998,0.3947165200000029,0.002079727000000031,0.010735437000000014,-0.0002877239999999892,0.4576832580000001,-0.06370177499999996,-0.34647712099999994,-0.14300016999999998,0.02427851500000003,-0.0026890120000000045,0.0016478729999999941,0.659527279,29825968.0,29161922.0,2.0451998710632324,20.299999237060547,1.004569411277771,0.0,0.0,0.2669065296649933,36.71,,,
141,Tanzania,Sub-Saharan Africa,3.623,0.071,3.762,3.485,7.876,0.702,57.999,0.833,0.183,0.577,2.43,0.433,0.54,0.3,0.549,0.307,0.231,1.263,3.476200104,0.06320975,3.600091219,3.352308989,7.967665195,0.688933194,57.49607468,0.82153976,0.109668687,0.619799435,1.972316742,0.457163125,0.872674644,0.442677855,0.509343088,0.27154091,0.203880861,0.718963385,0.1467998960000001,0.0077902499999999986,0.16190878100000017,0.13269101099999991,-0.09166519500000003,0.013066805999999986,0.5029253200000028,0.01146024000000001,0.073331313,-0.04279943500000005,0.4576832580000001,-0.024163125000000008,-0.332674644,-0.14267785500000002,0.03965691199999999,0.03545908999999997,0.027119139000000014,0.5440366149999999,59734213.0,58005463.0,0.03519999980926514,17.700000762939453,0.7318025827407837,0.0,0.0,0.620562732219696,37.78,,,
142,Haiti,Latin America and Caribbean,3.615,0.173,3.953,3.276,7.477,0.54,55.7,0.593,0.422,0.721,2.43,0.294,0.173,0.227,0.257,0.463,0.139,2.06,3.720799923,0.101463005,3.919667482,3.521932364,7.411329269,0.593247831,55.59862518,0.537825167,0.40053457,0.684767246,1.972316742,0.284734428,0.646671355,0.37436673,0.169297516,0.463909656,0.161935672,1.619916916,-0.10579992299999974,0.07153699499999999,0.03333251799999992,-0.24593236400000018,0.06567073099999998,-0.05324783099999997,0.10137482000000375,0.05517483299999992,0.021465430000000008,0.03623275399999992,0.4576832580000001,0.009265572,-0.47367135499999996,-0.14736672999999997,0.087702484,-0.0009096559999999809,-0.02293567199999999,0.44008308400000007,11402533.0,11263077.0,2.069700002670288,24.299999237060547,1.0787113904953003,0.0,0.0,0.21644248068332672,50.945,,,
143,Malawi,Sub-Saharan Africa,3.6,0.092,3.781,3.419,6.958,0.537,57.948,0.78,0.038,0.729,2.43,0.113,0.168,0.298,0.484,0.213,0.134,2.19,3.538000107,0.070260517,3.675710678,3.400289536,7.062226295,0.544007301,57.59288788,0.803223193,0.021433279,0.731700778,1.972316742,0.176534727,0.53036809,0.446163297,0.487389833,0.213185057,0.131633952,1.552718282,0.061999893000000306,0.021739483000000004,0.10528932199999996,0.018710464000000204,-0.10422629500000014,-0.007007301000000021,0.35511212000000114,-0.023223192999999975,0.016566721,-0.0027007780000000148,0.4576832580000001,-0.063534727,-0.3623680899999999,-0.14816329700000003,-0.0033898330000000088,-0.00018505700000001624,0.0023660480000000095,0.6372817179999999,19129955.0,18628747.0,0.9880000352859497,18.100000381469727,0.6672336459159851,0.0,0.0,0.3226570188999176,44.69,,,
144,Lesotho,Sub-Saharan Africa,3.512,0.12,3.748,3.276,7.926,0.787,48.7,0.715,-0.131,0.915,2.43,0.451,0.731,0.007,0.405,0.103,0.015,1.8,3.652800083,0.082120985,3.813757181,3.491842985,7.960488319,0.780495703,48.00362396,0.738125861,-0.145732045,0.857392073,1.972316742,0.45493874,1.088940024,0.100934811,0.409367532,0.102627642,0.050483823,1.445513964,-0.1408000829999998,0.037879015,-0.06575718099999994,-0.2158429850000001,-0.03448831900000027,0.006504296999999992,0.6963760400000041,-0.023125861000000025,0.014732045,0.05760792700000006,0.4576832580000001,-0.003938739999999996,-0.357940024,-0.093934811,-0.004367531999999952,0.0003723579999999893,-0.035483823,0.35448603599999995,2142252.0,2125268.0,2.380699872970581,24.0,0.5863348245620728,0.0,0.0,0.2789610028266907,54.18,,,
145,Botswana,Sub-Saharan Africa,3.467,0.074,3.611,3.322,9.782,0.784,59.269,0.824,-0.246,0.801,2.43,1.099,0.724,0.34,0.539,0.027,0.088,0.648,3.478899956,0.060542691,3.597563744,3.360236168,9.711203575,0.779121757,58.92445374,0.821328104,-0.250394493,0.777930915,1.972316742,0.997548997,1.08569479,0.494101733,0.50908941,0.033407487,0.101786368,0.257240534,-0.011899955999999712,0.013457308999999994,0.013436256000000313,-0.03823616800000007,0.07079642499999927,0.00487824300000006,0.3445462600000013,0.0026718959999999514,0.004394492999999999,0.023069085000000045,0.4576832580000001,0.10145100299999998,-0.36169479000000004,-0.15410173299999996,0.02991059000000007,-0.006407487,-0.013786368000000007,0.390759466,2351625.0,2303697.0,1.7860000133514404,25.799999237060547,0.6278639435768127,0.0,0.0,0.4353313148021698,53.33,,,
146,Rwanda,Sub-Saharan Africa,3.415,0.068,3.548,3.282,7.676,0.552,61.4,0.897,0.061,0.167,2.43,0.364,0.202,0.407,0.627,0.227,0.493,1.095,3.312299967,0.052425209,3.415053368,3.209546566,7.600104332,0.54083544,61.09884644,0.900589406,0.055483952,0.183541179,1.972316742,0.343242675,0.522876322,0.572383285,0.604087889,0.235704988,0.485542476,0.548444986,0.10270003300000008,0.015574791000000004,0.1329466319999999,0.07245343399999982,0.07589566800000025,0.011164560000000101,0.30115355999999593,-0.003589406000000017,0.005516047999999996,-0.01654117899999999,0.4576832580000001,0.020757324999999993,-0.320876322,-0.16538328500000005,0.022912111000000013,-0.008704987999999997,0.007457523999999993,0.546555014,12952209.0,12626950.0,0.7103000283241272,20.299999237060547,0.8005414009094238,0.0,0.0,0.9057283997535706,43.71,,,
147,Zimbabwe,Sub-Saharan Africa,3.145,0.058,3.259,3.03,7.943,0.75,56.201,0.677,-0.047,0.821,2.43,0.457,0.649,0.243,0.359,0.157,0.075,1.205,3.299200058,0.058674462,3.414201975,3.184198141,7.865711689,0.763092756,55.61725998,0.711457908,-0.072063953,0.81023699,1.972316742,0.425564021,1.047835231,0.375037611,0.37740472,0.151349187,0.080928579,0.841031075,-0.1542000579999998,-0.0006744619999999937,-0.15520197500000021,-0.15419814100000018,0.07728831099999933,-0.013092756000000039,0.5837400200000005,-0.034457907999999926,0.025063953,0.010763009999999906,0.4576832580000001,0.031435979,-0.39883523100000007,-0.132037611,-0.01840472000000004,0.0056508130000000045,-0.005928579000000003,0.3639689250000001,14862927.0,14645468.0,2.4423000812530518,19.600000381469727,0.645424485206604,0.0,0.0,0.28651246428489685,40.362500000000004,,,
148,Afghanistan,South Asia,2.523,0.038,2.596,2.449,7.695,0.463,52.493,0.382,-0.102,0.924,2.43,0.37,0.0,0.126,0.0,0.122,0.01,1.895,2.566900015,0.031311426,2.628270388,2.505529642,7.462860584,0.470366955,52.59000015,0.396573007,-0.0964294,0.933686554,1.972316742,0.30070585,0.356433839,0.266051531,0.0,0.135234714,0.001225785,1.507235646,-0.04390001499999974,0.006688573999999996,-0.032270387999999706,-0.0565296420000001,0.23213941599999988,-0.007366954999999953,-0.09700014999999951,-0.014573006999999971,-0.005570599999999995,-0.009686553999999958,0.4576832580000001,0.06929415,-0.356433839,-0.140051531,0.0,-0.013234714000000009,0.008774215,0.387764354,38928341.0,38041754.0,5.628300189971924,18.600000381469727,1.106934905052185,0.0,0.0,0.04644780978560448,31.0,,,
